,protein
9792,3eunA
9793,6njwA
9794,4wbdA
9795,4opcA
9796,3a0sA
9797,4ohjA
9798,3nyyA
9799,2hvwA
9800,2gupA
9801,3nv0A
9802,3m03A
9803,4hvyA
9804,6j8yA
9805,4uc1C
9806,3graA
9807,5h4sA
9808,5jeqA
9809,4f3nA
9810,4m7tA
9811,3k3cA
9812,5h9fD
9813,5t3bA
9814,5a67A
9815,2igtA
9816,5xjl2
9817,3c19A
9818,1w23A
9819,3h79A
9820,2wtgA
9821,1mxeE
9822,6hn1A
9823,3u8vA
9824,4mesA
9825,4zv0B
9826,4gs3A
9827,6m9kE
9828,4zh5A
9829,3ikwA
9830,1zsqA
9831,6f9oA
9832,2h1vA
9833,4zmhA
9834,6nopB
9835,4fcgA
9836,6dgmB
9837,3ndzE
9838,4fbsA
9839,2ervA
9840,3wwqC
9841,6qp1A
9842,3o0lA
9843,1wv9A
9844,1qwgA
9845,1vajA
9846,2b4aA
9847,1tt8A
9848,5ax6A
9849,3pl8A
9850,2p5vA
9851,5teeA
9852,5yj6A
9853,1lf6A
9854,4g6tB
9855,1o9gA
9856,3wsgA
9857,4oieA
9858,1f5vA
9859,5cemA
9860,3gjoE
9861,3sd2A
9862,2y7bA
9863,3byqB
9864,2jdiH
9865,5h6zA
9866,3vldA
9867,1my7A
9868,1vhqA
9869,2yfuA
9870,3fkeA
9871,2j5bA
9872,5mx2V
9873,2optA
9874,1t1jA
9875,1z94A
9876,2vzgA
9877,5qi0A
9878,5b1aE
9879,5tl4D
9880,2pd2A
9881,1g66A
9882,4xoiB
9883,4q82A
9884,3k05A
9885,1t3uA
9886,2xdjA
9887,6jmkA
9888,1nqkA
9889,3jqhA
9890,6fj7A
9891,4neoA
9892,6s4cA
9893,5o0sA
9894,4g9sB
9895,5fmoL
9896,3ndcA
9897,3qheB
9898,4ufqA
9899,6jtbA
9900,2zyzA
9901,1gxmA
9902,2wolA
9903,6r8rA
9904,5nsaA
9905,3cq1A
9906,2v8tB
9907,2xp1A
9908,4e9sA
9909,6a52A
9910,5ztcB
9911,2gf4A
9912,2ijlA
9913,4dv8A
9914,5h9fA
9915,4m82A
9916,2fcoA
9917,6vycB
9918,4mqdA
9919,6fjnA
9920,5lx8A
9921,5ylgA
9922,6o6jA
9923,6jx3A
9924,5dowB
9925,1kwfA
9926,3ftdA
9927,1p1xA
9928,1zvtA
9929,4k90A
9930,6hiuB
9931,2fvvA
9932,3ndqA
9933,5xmzA
9934,3v42A
9935,5gjhA
9936,5v8sA
9937,3gpiA
9938,4lqeA
9939,2wnpF
9940,3c4nA
9941,3mmyA
9942,3shsA
9943,2v05A
9944,4q8gA
9945,2anxA
9946,6m8nA
9947,1qftA
9948,2dbsA
9949,5e0uD
9950,3dwoX
9951,3lyeA
9952,4wfcA
9953,2co5A
9954,2gf3A
9955,3zthA
9956,4dvkA
9957,6uscB
9958,4lw8A
9959,2wjrA
9960,1y02A
9961,4rhjA
9962,2rg8A
9963,4mp0B
9964,4g2cA
9965,4hw6A
9966,4jifB
9967,3deeA
9968,3oqpA
9969,4rgwB
9970,6rlxC
9971,5xadC
9972,4nn5C
9973,2o0aA
9974,4xotA
9975,3ismC
9976,3ifnP
9977,3n0xA
9978,4fgmA
9979,3fflA
9980,5yanC
9981,5g1lA
9982,3dp7A
9983,3h7hB
9984,2ve8A
9985,5dztA
9986,1p3cA
9987,2woyA
9988,5cjzA
9989,6pv4B
9990,2zsjA
9991,5kewB
9992,4kddA
9993,2ppxA
9994,6j6vA
9995,6k4eB
9996,4pssA
9997,5vkoB
9998,6i7sG
9999,3e7rL
10000,4jejA
10001,3zvsA
10002,1o06A
10003,1uw4B
10004,4wbyA
10005,5lhwA
10006,2vswA
10007,5udiA
10008,3sk9A
10009,4i66A
10010,2ob9A
10011,1e3oC
10012,5gxeA
10013,3kyjA
10014,1f0cA
10015,1vr7A
10016,5me5B
10017,5dagA
10018,3citA
10019,4qgoA
10020,6v7gA
10021,3pvzA
10022,3sriB
10023,5gzaA
10024,2wdqC
10025,2o30A
10026,4p0gA
10027,5d2eA
10028,3fm2A
10029,1pkhA
10030,3g7nA
10031,4s1aA
10032,6bzhA
10033,3kkgA
10034,6fttA
10035,3wiwA
10036,2nq3A
10037,2ed6A
10038,4pkmA
10039,3f5oA
10040,5ibvA
10041,3mw8A
10042,3pfeA
10043,6atgC
10044,4rhwE
10045,2rhsB
10046,2z3qA
10047,4lclA
10048,4rwcA
10049,1o4tA
10050,1s5dA
10051,3c26A
10052,4bx8A
10053,3ntvA
10054,2ghvE
10055,2gkeA
10056,4hi0B
10057,3cvjC
10058,3f43A
10059,1vd6A
10060,1h3oB
10061,3qqaA
10062,2rauA
10063,4yx1A
10064,1vzjF
10065,2hkuA
10066,6oghA
10067,4wwhA
10068,5fglA
10069,1sqhA
10070,3ie4A
10071,6rzoB
10072,2imjA
10073,3c24A
10074,3ez0D
10075,5w7bB
10076,5x89A
10077,5xbiA
10078,5aq5A
10079,3kkcA
10080,2fl4A
10081,1zx3A
10082,5c1fB
10083,2r31A
10084,6mt7A
10085,3ef8A
10086,3wxmB
10087,6p8oB
10088,1bg1A
10089,4xbuB
10090,2w6aA
10091,6emyA
10092,3tz1B
10093,1y43B
10094,4i17A
10095,4aeqA
10096,4evuA
10097,3ke2A
10098,4zbjD
10099,3icuA
10100,3m4wE
10101,5bnxC
10102,1yrkA
10103,4a20A
10104,6j6aA
10105,6pfqA
10106,4zoxB
10107,2pn6A
10108,3ry0A
10109,4jhtA
10110,1o8xA
10111,5b4zA
10112,2x1dA
10113,5y7yA
10114,4h41A
10115,1j6rA
10116,4kt6A
10117,5o6hA
10118,2i02A
10119,5iztA
10120,4opwA
10121,2rh2A
10122,2gm3A
10123,3qvsA
10124,5b0nB
10125,1kptA
10126,4v17A
10127,1td6A
10128,3k2nB
10129,6jy1A
10130,3rf3A
10131,5od4A
10132,2bh1X
10133,5fc2B
10134,3ceuA
10135,4ipuA
10136,3irbA
10137,5vxeA
10138,5wfyA
10139,1f32A
10140,2pfzA
10141,3k0yA
10142,6bo0A
10143,3u12A
10144,5crbB
10145,3axbA
10146,5kciA
10147,4a8jB
10148,1w4sA
10149,1tuvA
10150,2rbgA
10151,4beuA
10152,5tcbA
10153,4luqC
10154,3cuzA
10155,3nwrA
10156,4he7A
10157,1xr4A
10158,4ghnA
10159,6h3wA
10160,3wmiB
10161,3vj9A
10162,3c9pA
10163,4phqA
10164,6q3pA
10165,4nsxA
10166,4cfsA
10167,5a62A
10168,1yn3A
10169,4chgA
10170,1wb9A
10171,6gqcA
10172,3pnxA
10173,2hkjA
10174,5odqC
10175,5vykA
10176,1nijA
10177,1oq1A
10178,5c98A
10179,1vkhA
10180,2p6pA
10181,3onmA
10182,6jkkA
10183,4b8eA
10184,4oobA
10185,3omdA
10186,4z4aA
10187,4plzA
10188,2i24N
10189,3qyeA
10190,1pdoA
10191,3vxcA
10192,6nr6A
10193,4ldvA
10194,2q8kA
10195,3hi0B
10196,2q9rA
10197,2qkpA
10198,6tbzA
10199,1v6pA
10200,2vxtI
10201,3grlA
10202,4we2A
10203,3zpjA
10204,3ckkA
10205,1w2wB
10206,2zy4A
10207,2f4pA
10208,4upuB
10209,6qk4B
10210,5aizA
10211,5ixpA
10212,4iejA
10213,3n6yA
10214,5ewyA
10215,5yseA
10216,5tzpA
10217,4myzA
10218,2xsaA
10219,4lyaA
10220,3k6oB
10221,4qkdA
10222,1ibyA
10223,4ebjA
10224,2wuhB
10225,3ku3B
10226,4cpcA
10227,3en8A
10228,3t7dA
10229,2ou3A
10230,3dhaA
10231,1nykA
10232,4annA
10233,2rklA
10234,5mawE
10235,3be6A
10236,3oj0A
10237,6f0fB
10238,6nsiA
10239,1v74B
10240,4zfvB
10241,3f2zA
10242,3euoA
10243,4km6A
10244,1x3lA
10245,4mloA
10246,5jj2A
10247,5le5F
10248,1y63A
10249,4m73A
10250,1vk1A
10251,3u1uA
10252,2xvmA
10253,5un7B
10254,3ermA
10255,3ks6A
10256,4l9uA
10257,4hkuA
10258,6n0bB
10259,5brtA
10260,3uuwA
10261,5lacA
10262,6vroB
10263,6prhA
10264,1k1xA
10265,3dd7A
10266,1qorA
10267,2q4xA
10268,3tufA
10269,2waoA
10270,3o2rA
10271,1of8B
10272,2dg6A
10273,3tfgA
10274,5b66Z
10275,3ld7A
10276,6ctzA
10277,4blpA
10278,1zzkA
10279,1tkeA
10280,2cjaA
10281,2ntkA
10282,2j2jA
10283,1x1oA
10284,5hoeA
10285,5xpcB
10286,5eftB
10287,1n13A
10288,3mjeA
10289,6u66A
10290,3u0cA
10291,5mabA
10292,4h7yA
10293,3hf5A
10294,6og4C
10295,5c6dA
10296,3vupA
10297,2qgyA
10298,4rflA
10299,3hfiA
10300,2vvmA
10301,6hazA
10302,5ztbE
10303,6jufB
10304,6gg1A
10305,2iidA
10306,2b3yA
10307,3beyA
10308,5hxkA
10309,3chmA
10310,5ijhA
10311,2dhoA
10312,2ra1A
10313,5u78A
10314,5umhA
10315,6jilB
10316,5b0hB
10317,3zzoA
10318,3fauA
10319,2ylnA
10320,6iy0H
10321,1hf2A
10322,1nh1A
10323,4z6mB
10324,6ahtB
10325,5j6qA
10326,6eozA
10327,4yddB
10328,2q00A
10329,1nrjB
10330,3ijdA
10331,4e3eA
10332,1e58A
10333,4m5dA
10334,2x5fA
10335,2vzyA
10336,5gjiA
10337,1gvpA
10338,1yavA
10339,3o7bA
10340,4qgsA
10341,3mggA
10342,5p9vA
10343,5yaxC
10344,6s8kB
10345,2zfdB
10346,2ot4A
10347,3bwxA
10348,2ig8A
10349,2bo4A
10350,3gxhA
10351,2x3jA
10352,5oarA
10353,3pwxA
10354,4cheA
10355,1d3bA
10356,4ow5A
10357,2v7fA
10358,2fgqX
10359,2it9A
10360,6r09A
10361,1ri5A
10362,2vngA
10363,2yqzA
10364,4noaA
10365,1u07A
10366,5e3iA
10367,5wsvB
10368,1q40B
10369,5lgdA
10370,1dpjB
10371,4nk6A
10372,2qsbA
10373,1vr8A
10374,4efiA
10375,3zqoA
10376,4rctA
10377,5vbnF
10378,5ziqA
10379,4hziA
10380,5fewA
10381,5k04A
10382,1t6fA
10383,4mykA
10384,4errA
10385,3c70A
10386,6fpgD
10387,1u2hA
10388,1xe7A
10389,6jjyU
10390,4nzkA
10391,3nd1A
10392,4xezA
10393,5emiA
10394,4lrvA
10395,4rxvA
10396,3iquA
10397,3gzbF
10398,5ex8A
10399,4l1dA
10400,2fefA
10401,6gjtA
10402,4jmuA
10403,3f6aA
10404,1yb3A
10405,2c5lC
10406,1i5pA
10407,2xhiA
10408,3w6sA
10409,3kweA
10410,4m37A
10411,3uenA
10412,2npsD
10413,2dprA
10414,6d7yA
10415,1koeA
10416,2ex5A
10417,4qe0A
10418,4ae7A
10419,2ft0A
10420,2od4A
10421,2xi7A
10422,1p9hA
10423,4n0tA
10424,6i9kA
10425,2jjuA
10426,6c7yB
10427,4yudA
10428,5vb9A
10429,4n5hX
10430,2o6pA
10431,6yb7A
10432,1n8vA
10433,2qh9A
10434,4x8kB
10435,4dovA
10436,4n1iA
10437,4a8jC
10438,6sooA
10439,4q4w1
10440,2xw6A
10441,2czvC
10442,1q15A
10443,5hx0B
10444,3qvpA
10445,4xqcA
10446,6l1oA
10447,1pdkB
10448,5svdB
10449,5cpcB
10450,2g3bA
10451,2octA
10452,6hniA
10453,1oqjA
10454,5q22A
10455,6rm9C
10456,2cwqA
10457,1vjuA
10458,6h5wA
10459,3emiA
10460,2fsjA
10461,1epaA
10462,4je3A
10463,3ga3A
10464,1on2A
10465,2pifA
10466,2qg7A
10467,4txwA
10468,4ng0A
10469,3lu9C
10470,4psnA
10471,2rdcB
10472,3okqA
10473,5ax7A
10474,4yzzA
10475,4kvgB
10476,1em9A
10477,5ovoA
10478,4s1bA
10479,3kuvA
10480,3m9qA
10481,6mf4A
10482,5kecD
10483,4ay9B
10484,4e6sA
10485,1fkmA
10486,3s8sA
10487,2btiA
10488,5cwwB
10489,2op5A
10490,6cf8A
10491,6h1qA
10492,2rdqA
10493,1gveB
10494,2yhgA
10495,2aeuA
10496,3ga4A
10497,3n3mA
10498,6e3iB
10499,3ffvA
10500,4gekA
10501,5hkqA
10502,3we7A
10503,6ox6B
10504,2v33A
10505,3ccfB
10506,4c9yA
10507,5ouoA
10508,3owrA
10509,4irvA
10510,2jbvA
10511,3w0oA
10512,3gmiA
10513,2oj5A
10514,4r1jA
10515,3lm2A
10516,4xinA
10517,4ndsA
10518,5h4cA
10519,5j4lA
10520,3va9A
10521,3vbcA
10522,1ev7A
10523,3rnrA
10524,4mjdA
10525,5v87A
10526,4j7oA
10527,3dnjA
10528,3ld2A
10529,4yn3B
10530,3v1aA
10531,5z08D
10532,2efeA
10533,6gutA
10534,6j8lA
10535,5gn1D
10536,2qr4A
10537,5lbdA
10538,5cegB
10539,1v0wA
10540,3p8aA
10541,1werA
10542,5ygbA
10543,1xfkA
10544,4h5iA
10545,4wolC
10546,2jh3A
10547,4fsdA
10548,2i7xA
10549,3h9mA
10550,4m83A
10551,3zn6A
10552,4u19A
10553,2rh3A
10554,6bs3A
10555,3tysA
10556,5uiwA
10557,6vtjA
10558,1xmtA
10559,4h3tA
10560,2e2aA
10561,6fnwA
10562,5a3aA
10563,6q64A
10564,6bl5A
10565,5ezuA
10566,4ea9A
10567,6iauA
10568,5tzqC
10569,4xguD
10570,6b3aA
10571,4g4sP
10572,1rh6A
10573,4j42A
10574,6sb1B
10575,4g3oA
10576,6q76B
10577,3k59A
10578,6gehA
10579,6eopA
10580,4iajA
10581,2nnuB
10582,6j19A
10583,3ejfA
10584,5i2hB
10585,3pu5A
10586,6f7lA
10587,4fdwA
10588,5fnpA
10589,3hrzB
10590,2ig6A
10591,6askA
10592,4rxxA
10593,5gvdA
10594,6kbbE
10595,3kxpA
10596,4c6aA
10597,5l7zA
10598,3kraB
10599,4nb5A
10600,5c17A
10601,4pqgA
10602,3u21A
10603,2i1sA
10604,3h05A
10605,2c3nA
10606,4xmrA
10607,1rktA
10608,2z14A
10609,5bw0B
10610,4fk7A
10611,5u2lA
10612,2bjiA
10613,5bvaA
10614,3ml1A
10615,4z3gA
10616,5hjqA
10617,3b40A
10618,3ds4A
10619,5z3eA
10620,4eycA
10621,6c0hC
10622,5h0qA
10623,6nnwA
10624,2x4wB
10625,7a3hA
10626,4fmrA
10627,5xyfB
10628,6qv5A
10629,1omzA
10630,4nnoA
10631,6j8yD
10632,4oggA
10633,4n4uA
10634,1yg9A
10635,3sbmA
10636,2dm9A
10637,3rofA
10638,6supA
10639,4c12A
10640,3nfiA
10641,6sg8B
10642,1uwkA
10643,3rx6A
10644,3ww3A
10645,6dnoB
10646,5tdyB
10647,4q7fA
10648,1h3oA
10649,6ectA
10650,5d78A
10651,3kzhA
10652,4jpnA
10653,6bmnA
10654,6jqfA
10655,2q0tA
10656,6n7mA
10657,2cmgA
10658,5xfmA
10659,4ov8A
10660,1pucA
10661,5vj2B
10662,4f3vA
10663,5xtuA
10664,3korA
10665,2hq9A
10666,5dleA
10667,6gz8A
10668,5kayB
10669,4ekfA
10670,2p62A
10671,4m9kA
10672,4x2hB
10673,5wecA
10674,4hwcA
10675,5ljxA
10676,3claA
10677,4n01A
10678,5w82A
10679,5mhjA
10680,5hklA
10681,3aa6C
10682,2fgyA
10683,3mwxA
10684,5g3yA
10685,2akzA
10686,5mc7A
10687,6hatA
10688,6qvpA
10689,1r4vA
10690,3ct8A
10691,4rbxA
10692,2ausC
10693,2bm5A
10694,6ri6A
10695,2c61A
10696,6bjuA
10697,5fryA
10698,3zs9C
10699,5yadA
